Order Date,Ship Mode,Customer Name,Segment,City,Product Name,Sales
2022-11-11,Standard Class,Emily Phan,Consumer,Detroit,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86
2022-11-11,Standard Class,Catherine Glotzbach,Home Office,Milwaukee,Prestige Round Ring Binders,18.24
2022-11-11,Second Class,Thomas Brumley,Home Office,Los Angeles,Dax Clear Box Frame,34.92
2022-11-12,Standard Class,Lindsay Shagiari,Home Office,Dallas,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.85
2022-11-12,Second Class,Dennis Kane,Consumer,Lancaster,"SAFCO Commercial Wire Shelving, Black",221.02
2022-11-12,Same Day,Eugene Moren,Home Office,Glendale,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.57
2022-11-12,Standard Class,Sylvia Foulston,Corporate,Columbus,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",18.54
2022-11-12,Same Day,Nat Gilpin,Corporate,Newark,Jabra SPEAK 410 Multidevice Speakerphone,370.78
2022-11-12,Standard Class,Christine Sundaresam,Consumer,Seattle,Acme Forged Steel Scissors with Black Enamel Handles,27.93
2022-11-12,Standard Class,Christine Sundaresam,Consumer,Seattle,Avery 483,9.96
2022-11-12,First Class,Jim Epp,Corporate,Los Angeles,Acco 3-Hole Punch,14.02
2022-11-12,Same Day,Eugene Moren,Home Office,Glendale,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.92
2022-11-12,Second Class,Maria Bertelson,Consumer,Longview,Fellowes Superior 10 Outlet Split Surge Protector,76.12
2022-11-12,Second Class,Maria Bertelson,Consumer,Longview,Staples,18.24
2022-11-12,Standard Class,Larry Blacks,Consumer,Tallahassee,Xerox 1968,26.72
2022-11-12,Second Class,Ed Braxton,Corporate,New York City,"Avery Durable Slant Ring Binders, No Labels",15.92
2022-11-12,Second Class,Emily Phan,Consumer,Los Angeles,Xerox 1899,11.56
2022-11-12,Standard Class,Sylvia Foulston,Corporate,Columbus,Strathmore Photo Mount Cards,10.85
2022-11-12,Same Day,Eugene Moren,Home Office,Glendale,Samsung Galaxy Mega 6.3,671.98
2022-11-12,Same Day,Eugene Moren,Home Office,Glendale,Xerox 1978,23.12
2022-11-12,Standard Class,Lindsay Shagiari,Home Office,Dallas,Surelock Post Binders,30.56
2022-11-12,Standard Class,Lindsay Shagiari,Home Office,Dallas,Fellowes Neat Ideas Storage Cubes,77.95
2022-11-12,Standard Class,Lindsay Shagiari,Home Office,Dallas,Panasonic KX TS3282W Corded phone,67.99
2022-11-12,Standard Class,Lindsay Shagiari,Home Office,Dallas,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.22
2022-11-12,Standard Class,Nathan Gelder,Consumer,Austin,Tennsco Double-Tier Lockers,540.05
2022-11-12,Standard Class,Lindsay Shagiari,Home Office,Dallas,Maxell LTO Ultrium - 800 GB,44.78
2022-11-12,Same Day,Eugene Moren,Home Office,Glendale,Memorex Micro Travel Drive 8 GB,41.6
2022-11-12,Standard Class,Christine Sundaresam,Consumer,Seattle,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21
2022-11-12,Standard Class,David Bremer,Corporate,Santa Clara,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56
2022-11-12,Standard Class,Nathan Gelder,Consumer,Austin,Xerox 197,223.06
2022-11-12,Standard Class,Nathan Gelder,Consumer,Austin,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.06
2022-11-12,Same Day,Eugene Moren,Home Office,Glendale,Harbour Creations 67200 Series Stacking Chairs,113.89
2022-11-12,Standard Class,Don Jones,Corporate,Tempe,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,62.35
2022-11-13,First Class,Sean Braxton,Corporate,Springfield,Accohide Poly Flexible Ring Binders,11.22
2022-11-13,Second Class,Toby Carlisle,Consumer,Jupiter,DIXON Oriole Pencils,2.06
2022-11-13,Standard Class,Katrina Edelman,Corporate,Dallas,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.79
2022-11-13,Standard Class,Ken Lonsdale,Consumer,Dublin,Samsung Replacement EH64AVFWE Premium Headset,22.0
2022-11-13,First Class,Ken Brennan,Corporate,New York City,Nokia Lumia 925,629.95
2022-11-13,Standard Class,Ted Trevino,Consumer,Seattle,Global Troy Executive Leather Low-Back Tilter,2404.7
2022-11-13,Standard Class,Ted Trevino,Consumer,Seattle,GBC DocuBind P50 Personal Binding Machine,563.02
2022-11-13,Standard Class,Ted Trevino,Consumer,Seattle,Space Solutions HD Industrial Steel Shelving.,344.91
2022-11-13,Second Class,Michael Nguyen,Consumer,Memphis,Tennsco Double-Tier Lockers,720.06
2022-11-13,Second Class,Maria Etezadi,Home Office,Houston,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.32
2022-11-13,Second Class,Sanjit Engle,Consumer,Oxnard,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95
2022-11-13,Standard Class,Ted Trevino,Consumer,Seattle,Avery File Folder Labels,8.64
2022-11-13,Second Class,Stefania Perrino,Corporate,Buffalo,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6
2022-11-13,Second Class,Stefania Perrino,Corporate,Buffalo,"Deflect-o EconoMat Nonstudded, No Bevel Mat",154.95
2022-11-13,First Class,Sean Braxton,Corporate,Springfield,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,653.0
2022-11-13,First Class,Sean Braxton,Corporate,Springfield,SanDisk Cruzer 32 GB USB Flash Drive,60.86
2022-11-13,Second Class,Alan Dominguez,Home Office,Yonkers,KeyTronic 6101 Series - Keyboard - Black,163.96
2022-11-13,Standard Class,Erin Mull,Consumer,New York City,"Personal Folder Holder, Ebony",11.21
2022-11-13,First Class,Christopher Schild,Home Office,Chicago,Safco Industrial Wire Shelving,230.38
2022-11-13,Standard Class,Cassandra Brandow,Consumer,Decatur,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,239.92
2022-11-13,Standard Class,Katrina Edelman,Corporate,Dallas,"Bush Westfield Collection Bookcases, Fully Assembled",206.0
2022-11-13,Second Class,Michael Nguyen,Consumer,Memphis,"""While you Were Out"" Message Book, One Form per Page",8.9
2022-11-14,Second Class,Pauline Webber,Corporate,Watertown,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",96.36
2022-11-14,Standard Class,,Consumer,Pasadena,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04
2022-11-14,First Class,Arthur Wiediger,Home Office,Minneapolis,Security-Tint Envelopes,15.28
2022-11-14,Standard Class,Lindsay Williams,Corporate,San Francisco,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57
2022-11-14,Standard Class,Frank Olsen,Consumer,New York City,3M Organizer Strips,8.64
2022-11-14,Standard Class,,Consumer,Pasadena,V7 USB Numeric Keypad,167.95
2022-11-14,Second Class,Toby Carlisle,Consumer,Houston,Wilson Jones Legal Size Ring Binders,21.99
2022-11-14,Second Class,Clytie Kelty,Consumer,Grove City,PureGear Roll-On Screen Protector,119.94
2022-11-14,Standard Class,Joe Elijah,Consumer,Los Angeles,Newell 347,34.24
2022-11-14,Second Class,Clytie Kelty,Consumer,Grove City,Prestige Round Ring Binders,3.65
2022-11-15,Standard Class,Dana Kaydos,Consumer,Miramar,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.14
2022-11-15,Standard Class,Dana Kaydos,Consumer,Miramar,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.06
2022-11-16,Standard Class,Scott Williamson,Consumer,San Diego,Tennsco Regal Shelving Units,811.28
2022-11-16,Second Class,Brian Moss,Corporate,Elyria,Prestige Round Ring Binders,1.82
2022-11-16,First Class,Chris Cortes,Consumer,Seattle,Plantronics Encore H101 Dual Earpieces Headset,107.88
2022-11-16,Same Day,Christy Brittain,Consumer,New York City,Tops Green Bar Computer Printout Paper,146.82
2022-11-16,Standard Class,Bill Stewart,Corporate,Bowling Green,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.35
2022-11-16,Standard Class,Bill Stewart,Corporate,Bowling Green,Hewlett Packard 610 Color Digital Copier / Printer,899.98
2022-11-16,First Class,Chris Cortes,Consumer,Seattle,"Tenex ""The Solids"" Textured Chair Mats",139.92
2022-11-16,Standard Class,Mick Hernandez,Home Office,Yonkers,Hewlett-Packard 300S Scientific Calculator,52.44
2022-11-16,Standard Class,Jay Kimmel,Consumer,Fresno,Eldon Shelf Savers Cubes and Bins,48.86
2022-11-16,First Class,Chris Cortes,Consumer,Seattle,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29
2022-11-16,Standard Class,Mick Brown,Consumer,Roseville,DAX Cubicle Frames - 8x10,17.31
2022-11-16,Same Day,Charlotte Melton,Consumer,Utica,iOttie HLCRIO102 Car Mount,119.94
2022-11-16,Standard Class,Eileen Kiefer,Home Office,Escondido,Newell 328,23.36
2022-11-16,Standard Class,Lena Creighton,Consumer,Los Angeles,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94
2022-11-16,Standard Class,Lena Creighton,Consumer,Los Angeles,Eldon Image Series Black Desk Accessories,12.42
2022-11-16,First Class,Chris Cortes,Consumer,Seattle,Xerox 1933,73.68
2022-11-16,Same Day,Mitch Willingham,Corporate,San Francisco,Bady BDG101FRU Card Printer,1919.98
2022-11-16,Standard Class,Bill Stewart,Corporate,Bowling Green,Logitech Media Keyboard K200,139.96
2022-11-17,Standard Class,Greg Guthrie,Corporate,Seattle,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.9
2022-11-17,Standard Class,Katharine Harms,Corporate,Hillsboro,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",19.61
2022-11-17,Second Class,Trudy Brown,Consumer,Hagerstown,"Angle-D Binders with Locking Rings, Label Holders",43.8
2022-11-17,Standard Class,Clytie Kelty,Consumer,Charlotte,Plantronics S12 Corded Telephone Headset System,431.16
2022-11-17,First Class,,Consumer,Everett,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94
2022-11-17,Standard Class,Ruben Ausman,Corporate,Athens,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,79.99
2022-11-17,Standard Class,Ruben Ausman,Corporate,Athens,Panasonic KX - TS880B Telephone,206.1
2022-11-17,Standard Class,Christine Sundaresam,Consumer,Salem,Bionaire 99.97% HEPA Air Cleaner,35.04
2022-11-17,Standard Class,Katharine Harms,Corporate,Hillsboro,Avery Reinforcements for Hole-Punch Pages,4.16
2022-11-17,Standard Class,Clytie Kelty,Consumer,Charlotte,Xerox 1938,268.24
2022-11-17,Second Class,Emily Grady,Consumer,Naperville,Logitech Illuminated - Keyboard,239.96
2022-11-17,Standard Class,Hunter Lopez,Consumer,Newark,Canon imageCLASS 2200 Advanced Copier,10499.97
2022-11-17,Second Class,Victoria Wilson,Corporate,New York City,Deluxe Rollaway Locking File with Drawer,1247.64
2022-11-17,Standard Class,Christopher Conant,Consumer,New York City,Xerox 1905,38.88
2022-11-17,Standard Class,Christopher Conant,Consumer,New York City,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76
2022-11-17,Standard Class,Joy Bell-,Consumer,Brownsville,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.73
2022-11-18,Standard Class,Russell D'Ascenzo,Consumer,Chicago,Global Highback Leather Tilter in Burgundy,127.39
2022-11-18,Second Class,Jim Sink,Corporate,Miramar,Tennsco Commercial Shelving,81.36
2022-11-18,Standard Class,Russell D'Ascenzo,Consumer,Chicago,"Peel & Seel Recycled Catalog Envelopes, Brown",55.58
2022-11-18,First Class,Christina DeMoss,Consumer,Seattle,Eldon Portable Mobile Manager,169.68
2022-11-18,First Class,Christina DeMoss,Consumer,Seattle,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
2022-11-18,First Class,Christina DeMoss,Consumer,Seattle,Binder Clips by OIC,2.96
2022-11-18,Standard Class,Jane Waco,Corporate,Lakewood,BIC Liqua Brite Liner,38.86
2022-11-18,First Class,Christina DeMoss,Consumer,Seattle,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.45
2022-11-18,Same Day,Nona Balk,Corporate,Milwaukee,"Decoflex Hanging Personal Folder File, Blue",92.52
2022-11-18,Standard Class,Maria Etezadi,Home Office,Saginaw,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76
2022-11-18,Same Day,Nona Balk,Corporate,Milwaukee,"Companion Letter/Legal File, Black",37.76
2022-11-18,Standard Class,Dave Kipp,Consumer,Long Beach,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95
2022-11-18,Same Day,Nona Balk,Corporate,Milwaukee,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5.82
2022-11-18,First Class,Christina DeMoss,Consumer,Seattle,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94
2022-11-18,Second Class,Jim Sink,Corporate,Miramar,Xerox 211,41.47
2022-11-18,Second Class,Jim Sink,Corporate,Miramar,Xerox 221,20.74
2022-11-18,Standard Class,Art Ferguson,Consumer,Homestead,Xerox 194,44.38
2022-11-18,Standard Class,Art Ferguson,Consumer,Homestead,Staple remover,2.94
2022-11-18,Second Class,Jim Sink,Corporate,Miramar,Ibico Plastic and Wire Spiral Binding Combs,20.23
2022-11-18,Same Day,Nona Balk,Corporate,Milwaukee,Avery 487,7.38
2022-11-18,Second Class,Jim Sink,Corporate,Miramar,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",389.06
2022-11-19,Standard Class,Justin Deggeller,Corporate,New York City,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74
2022-11-19,Same Day,Anne Pryor,Home Office,New York City,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.41
2022-11-19,First Class,Stewart Carmichael,Corporate,San Antonio,Peel-Off China Markers,31.78
2022-11-19,First Class,Stewart Carmichael,Corporate,San Antonio,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.12
2022-11-19,Standard Class,Jonathan Howell,Consumer,Chicago,BPI Conference Tables,219.08
2022-11-19,Standard Class,Justin Deggeller,Corporate,New York City,Staple envelope,16.74
2022-11-19,Second Class,Aimee Bixby,Consumer,Carrollton,Telescoping Adjustable Floor Lamp,15.99
2022-11-19,Second Class,Aimee Bixby,Consumer,Carrollton,"Boston School Pro Electric Pencil Sharpener, 1670",99.14
2022-11-19,Second Class,Aimee Bixby,Consumer,Carrollton,Acme Elite Stainless Steel Scissors,6.67
2022-11-19,Second Class,Aimee Bixby,Consumer,Carrollton,Xerox 1901,16.9
2022-11-19,Same Day,Anne Pryor,Home Office,New York City,Hon 61000 Series Interactive Training Tables,79.97
2022-11-19,First Class,Adrian Shami,Home Office,New York City,Avery Printable Repositionable Plastic Tabs,41.28
2022-11-19,Standard Class,Mick Crebagga,Consumer,Los Angeles,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7
2022-11-19,First Class,Nathan Cano,Consumer,Houston,"Global Wood Trimmed Manager's Task Chair, Khaki",191.06
2022-11-19,Standard Class,Dorothy Dickinson,Consumer,Alexandria,OIC Binder Clips,25.06
2022-11-19,Second Class,Richard Bierner,Consumer,Springfield,Newell 349,22.96
2022-11-19,First Class,Adrian Shami,Home Office,New York City,Xerox 1898,13.36
2022-11-19,Standard Class,Mick Crebagga,Consumer,Los Angeles,"File Shuttle II and Handi-File, Black",305.01
2022-11-19,First Class,Katherine Ducich,Consumer,Westminster,Square Credit Card Reader,31.97
2022-11-19,Standard Class,Adrian Barton,Consumer,Henderson,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
2022-11-19,Standard Class,Adrian Barton,Consumer,Henderson,GBC Imprintable Covers,21.96
2022-11-19,First Class,Nathan Cano,Consumer,Houston,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04
2022-11-19,Standard Class,Linda Cazamias,Corporate,San Angelo,"Lifetime Advantage Folding Chairs, 4/Carton",305.31
2022-11-19,Standard Class,Art Ferguson,Consumer,College Station,Office Star Flex Back Scooter Chair with White Frame,233.06
2022-11-19,First Class,Nathan Cano,Consumer,Houston,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.19
2022-11-19,Standard Class,Jennifer Halladay,Consumer,Cleveland,Lock-Up Easel 'Spel-Binder',59.91
2022-11-20,First Class,Carlos Daly,Consumer,New York City,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.97
2022-11-20,Second Class,Liz Pelletier,Consumer,San Francisco,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.06
2022-11-20,Second Class,Liz Pelletier,Consumer,San Francisco,Coloredge Poster Frame,42.6
2022-11-20,First Class,Carlos Daly,Consumer,New York City,Xerox 1968,46.76
2022-11-20,Second Class,Katharine Harms,Corporate,New York City,Tensor Brushed Steel Torchiere Floor Lamp,50.97
2022-11-20,Second Class,Katharine Harms,Corporate,New York City,Apple iPhone 5S,569.99
2022-11-20,Standard Class,Kelly Andreada,Consumer,Ontario,Novimex High-Tech Fabric Mesh Task Chair,283.92
2022-11-20,First Class,Carlos Daly,Consumer,New York City,Boston KS Multi-Size Manual Pencil Sharpener,68.97
2022-11-20,Standard Class,Erica Smith,Consumer,Jackson,Office Star - Mesh Screen back chair with Vinyl seat,209.57
2022-11-20,Standard Class,Hunter Glantz,Consumer,Lakeville,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0
2022-11-20,Standard Class,Brian Thompson,Consumer,Newark,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6
2022-11-20,First Class,Jennifer Halladay,Consumer,Burlington,Newell 336,23.97
2022-11-20,First Class,Jennifer Halladay,Consumer,Burlington,Staples in misc. colors,28.73
2022-11-20,Second Class,Katharine Harms,Corporate,New York City,Maxell 4.7GB DVD+R 5/Pack,2.97
2022-11-20,First Class,Carlos Daly,Consumer,New York City,Samsung Galaxy Mega 6.3,1259.97
2022-11-20,Standard Class,Brian Thompson,Consumer,Newark,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.66
2022-11-20,Standard Class,Sample Company A,Home Office,Henderson,9-3/4 Diameter Round Wall Clock,27.58
2022-11-21,Standard Class,Chloris Kastensmidt,Consumer,Renton,"3D Systems Cube Printer, 2nd Generation, White",1039.99
2022-11-21,Standard Class,Chloris Kastensmidt,Consumer,Renton,Vinyl Sectional Post Binders,150.8
2022-11-21,Standard Class,Chloris Kastensmidt,Consumer,Renton,Xerox 209,51.84
2022-11-21,Standard Class,Barry Franz,Home Office,Pasadena,Mitel MiVoice 5330e IP Phone,659.98
2022-11-21,Same Day,Henia Zydlo,Consumer,Houston,Motorola HK250 Universal Bluetooth Headset,55.18
2022-11-21,Standard Class,Benjamin Patterson,Consumer,Spokane,Safco Drafting Table,70.98
2022-11-21,Standard Class,Patrick Jones,Corporate,San Francisco,Canvas Sectional Post Binders,40.74
2022-11-21,Standard Class,Barry Franz,Home Office,Pasadena,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62
2022-11-21,Standard Class,Scott Williamson,Consumer,New York City,Howard Miller Distant Time Traveler Alarm Clock,27.42
2022-11-21,Standard Class,Barry Franz,Home Office,Pasadena,Advantus T-Pin Paper Clips,9.02
2022-11-21,Standard Class,Barry Franz,Home Office,Pasadena,Newell 344,5.56
2022-11-21,Standard Class,Barry Franz,Home Office,Pasadena,Eldon Portable Mobile Manager,56.56
2022-11-21,First Class,Cindy Chapman,Consumer,Philadelphia,Xerox 1972,8.45
2022-11-21,Standard Class,Patrick Jones,Corporate,San Francisco,Newell 332,11.76
2022-11-21,First Class,Cindy Chapman,Consumer,Philadelphia,Recycled Eldon Regeneration Jumbo File,39.3
2022-11-22,Standard Class,Frank Olsen,Consumer,Houston,Newell 314,35.71
2022-11-23,Standard Class,Alan Hwang,Consumer,Dallas,Panasonic KX TS208W Corded phone,195.96
2022-11-23,Second Class,Janet Molinari,Corporate,Canton,GBC VeloBinder Manual Binding System,287.92
2022-11-23,First Class,Jennifer Patt,Corporate,Dallas,Xerox 22,36.29
2022-11-23,Second Class,Janet Molinari,Corporate,Canton,Coloredge Poster Frame,28.4
2022-11-23,First Class,Dan Campbell,Consumer,Roseville,Staple remover,4.36
2022-11-23,Standard Class,Janet Martin,Consumer,Charlotte,Newell Chalk Holder,3.3
2022-11-23,First Class,Jennifer Patt,Corporate,Dallas,Xerox 1942,78.3
2022-11-23,First Class,Jennifer Patt,Corporate,Dallas,"Lesro Round Back Collection Coffee Table, End Table",127.78
2022-11-23,First Class,Tamara Dahlen,Consumer,Philadelphia,OIC Stacking Trays,24.05
2022-11-23,First Class,Jennifer Patt,Corporate,Dallas,Aluminum Screw Posts,6.1
2022-11-23,Standard Class,Christopher Martinez,Consumer,Chicago,Toshiba IPT2010-SD IP Telephone,222.38
2022-11-23,Standard Class,Christopher Martinez,Consumer,Chicago,Avery File Folder Labels,11.52
2022-11-23,Standard Class,Chris Selesnick,Corporate,Chicago,Xerox 1959,10.69
2022-11-23,Second Class,Frank Hawley,Corporate,Philadelphia,GBC Standard Therm-A-Bind Covers,7.48
2022-11-23,Standard Class,Christopher Martinez,Consumer,Chicago,Contemporary Wood/Metal Frame,6.46
2022-11-23,Standard Class,Janet Martin,Consumer,Charlotte,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11
2022-11-23,Standard Class,Janet Martin,Consumer,Charlotte,Speck Products Candyshell Flip Case,27.99
2022-11-24,Standard Class,Kelly Andreada,Consumer,New York City,"Crayola Anti Dust Chalk, 12/Pack",16.38
2022-11-24,Standard Class,Greg Tran,Consumer,Houston,Advantus T-Pin Paper Clips,10.82
2022-11-24,Standard Class,Shaun Chance,Corporate,Lancaster,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.99
2022-11-24,Standard Class,Shaun Chance,Corporate,Lancaster,Xerox 1919,229.54
2022-11-24,Standard Class,Maribeth Yedwab,Corporate,Memphis,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.67
2022-11-24,Second Class,Mark Van Huff,Consumer,Mesa,GBC Recycled Grain Textured Covers,20.72
2022-11-24,Standard Class,Jason Gross,Corporate,Odessa,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",13.76
2022-11-24,Standard Class,Kelly Andreada,Consumer,New York City,Xerox 214,12.96
2022-11-24,Same Day,Beth Paige,Consumer,Los Angeles,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",364.08
2022-11-24,Standard Class,Frank Merwin,Home Office,Richmond,Iceberg Mobile Mega Data/Printer Cart ,1443.96
2022-11-24,Standard Class,Todd Sumrall,Corporate,New York City,Global Ergonomic Managers Chair,977.29
2022-11-24,Standard Class,Todd Sumrall,Corporate,New York City,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88
2022-11-24,Standard Class,Frank Merwin,Home Office,Richmond,Avery Durable Binders,2.88
2022-11-24,Same Day,Beth Paige,Consumer,Los Angeles,Hon 61000 Series Interactive Training Tables,71.09
2022-11-24,Second Class,Roland Schwarz,Corporate,Summerville,Motorla HX550 Universal Bluetooth Headset,79.1
2022-11-24,Second Class,Roland Schwarz,Corporate,Summerville,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84
2022-11-24,Standard Class,Maribeth Yedwab,Corporate,Memphis,"Peel & Seel Recycled Catalog Envelopes, Brown",64.85
2022-11-24,Same Day,Brooke Gillingham,Corporate,Garden City,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29
2022-11-24,Second Class,Mark Van Huff,Consumer,Mesa,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.87
2022-11-24,Standard Class,Kelly Andreada,Consumer,New York City,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.57
2022-11-24,Standard Class,Kelly Andreada,Consumer,New York City,Ames Color-File Green Diamond Border X-ray Mailers,167.96
2022-11-24,Same Day,Patrick Ryan,Consumer,San Francisco,"Southworth 100% Résumé Paper, 24lb.",7.78
2022-11-24,Second Class,Michael Dominguez,Corporate,Asheville,Avery Durable Slant Ring Binders,19.01
2022-11-24,Standard Class,John Lee,Consumer,San Francisco,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,223.58
2022-11-24,First Class,Patrick Gardner,Consumer,San Francisco,BIC Liqua Brite Liner,27.76
2022-11-25,Second Class,Delfina Latchford,Consumer,Atlanta,"Wirebound Message Book, 4 per Page",48.87
2022-11-25,Standard Class,Rose O'Brian,Consumer,Houston,Fellowes Command Center 5-outlet power strip,67.84
2022-11-25,Standard Class,Rose O'Brian,Consumer,Houston,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,299.96
2022-11-25,Standard Class,Tracy Zic,Consumer,San Francisco,DIXON Oriole Pencils,5.16
2022-11-25,Second Class,Edward Becker,Corporate,Laguna Niguel,PayAnywhere Card Reader,39.96
2022-11-25,Standard Class,Henia Zydlo,Consumer,Fort Lauderdale,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92
2022-11-25,Second Class,Edward Becker,Corporate,Laguna Niguel,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08
2022-11-25,Standard Class,Rose O'Brian,Consumer,Houston,Hon Deluxe Fabric Upholstered Stacking Chairs,853.93
2022-11-25,Second Class,Sam Zeldin,Home Office,Canton,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
2022-11-25,Standard Class,Bradley Drucker,Consumer,San Francisco,"Sauder Forest Hills Library, Woodland Oak Finish",359.5
2022-11-25,Second Class,Brendan Sweed,Corporate,Louisville,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96
2022-11-25,Standard Class,Rose O'Brian,Consumer,Houston,Avery Hi-Liter Smear-Safe Highlighters,18.69
2022-11-25,Standard Class,Bradley Drucker,Consumer,San Francisco,Sterilite Officeware Hinged File Box,10.48
2022-11-26,Standard Class,Corey Catlett,Corporate,Columbus,Fellowes Superior 10 Outlet Split Surge Protector,213.14
2022-11-26,Standard Class,Tonja Turnell,Home Office,Richmond,KI Adjustable-Height Table,257.94
2022-11-26,Standard Class,Tonja Turnell,Home Office,Richmond,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
2022-11-26,Standard Class,Tonja Turnell,Home Office,Richmond,SAFCO Arco Folding Chair,828.6
2022-11-26,Standard Class,Tonja Turnell,Home Office,Richmond,Samsung Galaxy S4 Mini,1879.96
2022-11-26,Standard Class,Tonja Turnell,Home Office,Richmond,DAX Wood Document Frame,27.46
2022-11-26,First Class,Lynn Smith,Consumer,Gladstone,SanDisk Cruzer 32 GB USB Flash Drive,38.04
2022-11-26,First Class,Lynn Smith,Consumer,Gladstone,Executive Impressions Supervisor Wall Clock,126.3
2022-11-26,Standard Class,Corey Catlett,Corporate,Columbus,Holmes HEPA Air Purifier,52.27
2022-11-26,Standard Class,Frank Gastineau,Home Office,New York City,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73
2022-11-26,Second Class,Michael Nguyen,Consumer,New York City,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3
2022-11-26,Standard Class,Liz Thompson,Consumer,Columbus,Motorola L804,220.75
2022-11-26,Standard Class,Frank Gastineau,Home Office,New York City,Binding Machine Supplies,93.34
